College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",COMPUTER ENGINEERING - TFWS,TFWS,9597,14673
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,29103,35189
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",ELECTRONICS ENGINEERING,OPEN,14753,38426
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",MECHANICAL ENGINEERING,OPEN,18616,35756
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,8673,10421
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN-EWS,11324,34731
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SC,28753,34731
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,26444,10421
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,ESM,5484,2330
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,OPEN,1524,3720
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,OPEN - PH,25292,3720
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,OPEN-EWS,1692,10728
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,SC,6257,10728
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,SEBC,2856,3720
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,ST,28483,36255
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR","INFORMATION TECHNOLOGY -
TFWS",TFWS,1091,1152
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,OPEN,18896,21003
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,OPEN-EWS,22300,34315
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,SEBC,29314,21003
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",CIVIL ENGINEERING,OPEN,29371,38843
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,OPEN,12967,38227
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,OPEN-EWS,13879,38227
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SC,27062,38227
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SEBC,23912,26126
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING - TFWS,TFWS,5521,7912
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",ELECTRICAL ENGINEERING,OPEN,30054,38757
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,OPEN,13536,19033
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,OPEN-EWS,14459,19033
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,SC,29147,29974
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,SEBC,21951,29974
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,ST,29331,29974
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT","INFORMATION TECHNOLOGY -
TFWS",TFWS,4203,7764
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",MECHANICAL ENGINEERING,OPEN,29365,38739
"C.U.SHAH COLLEGE OF ENGG.& TECH.,WADHVAN",COMPUTER ENGINEERING,OPEN,29540,36898
"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &
TECHNOLOGY",MANUFACTURING ENGINEERING,OPEN,18311,37697
"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &
TECHNOLOGY",PLASTIC ENGINEERING,OPEN,25814,38505
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ESM,11797,3955
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,OPEN,4090,16030
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,OPEN-EWS,4562,16030
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SC,17215,16030
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SEBC,11173,6353
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ST,16376,32607
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,TFWS,2073,1541
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",CIVIL ENGINEERING,OPEN,29591,22767
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",CIVIL ENGINEERING - TFWS,TFWS,12369,1338
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,ESM,5839,11863
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,OPEN,1862,12809
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,OPEN-EWS,2006,12809
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,SC,11351,12809
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,SEBC,3862,4532
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,ST,30342,38487
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING - TFWS,TFWS,1080,1338
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG,OPEN,1612,10213
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG,OPEN-EWS,1729,10213
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG,SC,8574,10213
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG,SEBC,3332,4186
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG - TFWS,TFWS,720,1096
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRICAL ENGINEERING,OPEN,27955.5,33648
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRICAL ENGINEERING - TFWS,TFWS,13943,1338
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,ESM,17589,20783
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,OPEN,11643,34135
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,OPEN-EWS,14267,34135
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,SC,29146,34135
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,SEBC,29820,17058
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG. - TFWS,TFWS,6339,4065
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,OPEN,2858,13528
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,OPEN-EWS,3074,13528
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,SC,12729,13528
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,SEBC,4890,5307
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY - TFWS,TFWS,1421,1525
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,OPEN,16133,19912
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,OPEN-EWS,23619,19912
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,SEBC,29123,29748
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING - TFWS,TFWS,9538,19912
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,ESM,7288,17407
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,OPEN,3435,16014
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,OPEN-EWS,3578,16014
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,SC,13697,16014
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,SEBC,6502,6108
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,ST,24753,6108
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING - TFWS,TFWS,1407,1746
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,ESM,7521,3381
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,OPEN,3011,17187
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,OPEN-EWS,3271,17187
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,SC,12696,17187
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,SEBC,5764,6095
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,ST,28507,34762
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG - TFWS,TFWS,1206,1764
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,OPEN,3647,14565
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,OPEN-EWS,3727,14565
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,SC,16280,14565
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,SEBC,6588,6687
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,ST,24271,6687
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY - TFWS,TFWS,1696,1837
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,30181,38933
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CHEMICAL ENGINEERING,OPEN,21567,37546
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CIVIL ENGINEERING,OPEN,24050,35595
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",COMPUTER ENGINEERING,OPEN,30314,38490
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",COMPUTER ENGINEERING - TFWS,TFWS,12169,14716
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CYBER SECURITY,OPEN,28359,38093
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",ELECTRICAL ENGINEERING,OPEN,30126,31125
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,30093,36083
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI, BARDOLI",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,27174,37464
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",INFORMATION TECHNOLOGY,OPEN,29960,38563
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","INFORMATION TECHNOLOGY -
TFWS",TFWS,12291,15490
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",MECHANICAL ENGINEERING,OPEN,22759,36245
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA",CIVIL ENGINEERING,OPEN,11340,11410
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA",COMPUTER ENGINEERING,OPEN,28461,38503
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",CIVIL ENGINEERING,OPEN,27832,35256
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,ESM,27273,18446
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,OPEN,9229,34590
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,SC,29678,34590
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,SEBC,26219,18240
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","COMPUTER SCIENCE & ENGG -
TFWS",TFWS,3418,3276
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",MECHANICAL ENGINEERING,OPEN,19175,33730
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),OPEN,119,397
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),OPEN-EWS,148,1022
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),SC,900323,1022
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),SEBC,380,397
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),ST,10233,10527
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY) - TFW,TFWS,55,56
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",ESM,1573,80
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",OPEN,32,191
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",OPEN-EWS,33,191
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",SC,76,191
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",SEBC,83,136
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",ST,1318,3377
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",HONS. IN ICT WITH MINOR IN COMPUTATIONAL SCIENCES (CS)-TFWS,TFWS,12,13
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,ESM,900098,2174
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,67,319
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN - PH,843,35633
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN-EWS,77,695
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN-EWS - PH,916395,35633
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SC,237,695
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,154,319
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC - PH,19344,319
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,ST,4180,8551
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY -
TFWS",TFWS,24,36
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN,36,171
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN - PH,900967,171
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN-EWS,53,77
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,SC,109,77
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,SEBC,56,171
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,ST,267,1629
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING -
TFWS",TFWS,4,2
